id,prediction
0,0.6591461091853943
1,0.7159699258939485
2,0.5342899121737478
3,0.7133959935818294
4,0.7044458904509108
5,0.7621923531637096
6,0.5923955450200094
7,0.5273029904254388
8,0.37951425955424123
9,0.7725813643818414
10,0.6779024645472242
11,0.5536541987508667
12,0.8473147698518643
13,0.5850902396830028
14,0.7781260060912064
15,0.8333707971447225
16,0.37951425955424123
17,0.834730744518975
18,0.7801887666259317
19,0.4758665310130298
20,0.7946150797747085
21,0.6306933282944701
22,0.5901472197724241
23,0.5890046043210635
24,0.5466729367300324
25,0.7048895177763932
26,0.8211772051119353
27,0.8331239625665079
28,0.5994813427825145
29,0.6825081803325534
30,0.6104171870847916
31,0.7100935776467404
32,0.7712192713908166
33,0.4876102368740441
34,0.632806237811782
35,0.5795730076853951
36,0.7013376973383996
37,0.6332859257037445
38,0.5985478126924626
39,0.5906576989598249
40,0.6287575339560265
41,0.47392632177720184
42,0.3750945747516546
43,0.47326050513796375
44,0.540672250871086
45,0.6433170726256728
46,0.6972325066070504
47,0.3543231152709716
48,0.844222979393691
49,0.6358829227561258
50,0.5880452914948261
51,0.4991284859418394
52,0.5589197346288693
53,0.5059284215063016
54,0.7036799830552278
55,0.6916511831393819
56,0.5733341813863304
57,0.8473147698518643
58,0.5778555343310441
59,0.6020103969635465
60,0.7576620717178079
61,0.8279395125242339
62,0.49502468151052353
63,0.4405124097186253
64,0.3862817072279146
65,0.5750318271870278
66,0.7363669752728982
67,0.5119821002311895
68,0.457798152897087
69,0.6609709350649131
70,0.5985478126924626
71,0.7861803755670501
72,0.554484242395443
73,0.49657892225460415
74,0.7227824282573184
75,0.5672704364938554
76,0.35691414484499495
77,0.6246796476927027
78,0.6100402338703237
79,0.756860872889235
80,0.48950125481961615
81,0.7516735943494763
82,0.6591461091853943
83,0.7344591665475054
84,0.7310031187073076
85,0.5103017570997266
86,0.5655115091572005
87,0.4351679421401107
88,0.720776372168896
89,0.3882480017582224
90,0.3736950949978318
91,0.41081491871209846
92,0.5076084434765391
93,0.8473147698518643
94,0.8072936113589058
95,0.6882777284528353
96,0.38392282511172715
97,0.6293389222703685
98,0.7712192713908166
99,0.6349461769626662
100,0.6433170726256728
101,0.6727623862503636
102,0.8134489415319275
103,0.41352607974851274
104,0.7649400281491776
105,0.7780740205728217
106,0.6851883966679647
107,0.7752287597027805
108,0.6805185150439549
109,0.5304011910638464
110,0.6767827700347783
111,0.7622628412781823
112,0.450584025188843
113,0.5343490700025452
114,0.5062912133801264
115,0.7943776736005158
116,0.7587579047224923
117,0.3475645473868577
118,0.48523034025961825
119,0.3750945747516546
120,0.48523034025961825
121,0.7725813643818414
122,0.7134036617634169
123,0.5241113785479941
124,0.540672250871086
125,0.734439515987596
126,0.7738319917138508
127,0.4890585001340773
128,0.720776372168896
129,0.4364990454768099
130,0.8630317164237232
131,0.7762142684812884
132,0.7012129174415253
133,0.40934346056750764
134,0.5082011325088995
135,0.7158160027811475
136,0.6244944737904801
137,0.7646394001247143
138,0.5589197346288693
139,0.7591564880599323
140,0.7407777325540397
141,0.6972653342065601
142,0.36662622356356045
143,0.6882777284528353
144,0.6528115241979998
145,0.5179940122838533
146,0.8264613591224671
147,0.8180378861181462
148,0.45146955908828285
149,0.6779024645472242
150,0.5003547714730493
151,0.5343490700025452
152,0.5420215235731699
153,0.48931439341018346
154,0.4734469195009894
155,0.7330032680106732
156,0.439862700332239
157,0.7585115465237092
158,0.7116675820003148
159,0.554658573361334
160,0.5850902396830028
161,0.3862817072279146
162,0.6515715052412414
163,0.7479064605526128
164,0.5543219612432871
165,0.5723205304607831
166,0.7982929417976287
167,0.3227820896384048
168,0.6535051907389752
169,0.7125547648094513
170,0.7159699258939485
171,0.48137754172065444
172,0.734439515987596
173,0.371851407362597
174,0.5502575654335522
175,0.8053745827145007
176,0.7010589520873473
177,0.6125801029219082
178,0.3862817072279146
179,0.40934346056750764
180,0.6104171870847916
181,0.42585309359123463
182,0.6211715816430194
183,0.6639353065195266
184,0.8016713274317033
185,0.6948996801695784
186,0.6133991474522585
187,0.5415789385065751
188,0.8249008844043024
189,0.6403077083528309
190,0.7128643477953175
191,0.4224079891329682
192,0.4878871538263167
193,0.844222979393691
194,0.708804179586918
195,0.7116675820003148
196,0.7870659532767752
197,0.6244944737904801
198,0.8268289036506452
199,0.36291912718719094
200,0.7086876345222172
201,0.6916511831393819
202,0.339810009205148
203,0.74091831804458
204,0.6332859257037445
205,0.7902834964286013
206,0.4255734487054993
207,0.5473629763576516
208,0.5473629763576516
209,0.4794940856173042
210,0.5629601673183711
211,0.5231955184342836
212,0.6133991474522585
213,0.34359348377690513
214,0.7178557704861258
215,0.7190898663110333
216,0.4533482229933786
217,0.6267305788095652
218,0.8249073397647384
219,0.703636107002914
220,0.7576064024622734
221,0.7682378382304269
222,0.4460696887972658
223,0.7107127580812338
224,0.8279395125242339
225,0.4143937152224996
226,0.5824001848838181
227,0.5626489659133607
228,0.5415789385065751
229,0.5120316992933733
230,0.34553792387362353
231,0.7738319917138508
232,0.6332859257037445
233,0.5179940122838533
234,0.6104171870847916
235,0.713164927468325
236,0.6133991474522585
237,0.42585309359123463
238,0.5456403594164276
239,0.7166765546382258
240,0.7566038298788119
241,0.5923955450200094
242,0.3777464151881562
243,0.6532901045241915
244,0.8208508169958179
245,0.38392282511172715
246,0.5445407560812395
247,0.7044458904509108
248,0.5955923768701021
249,0.5985478126924626
250,0.4545296130480212
251,0.6693314677547709
252,0.7048895177763932
253,0.7048895177763932
254,0.7036799830552278
255,0.3841808871924299
256,0.6515715052412414
257,0.8134489415319275
258,0.5386143294408028
259,0.38675656600343383
260,0.5704813691197773
261,0.792872206773955
262,0.5543219612432871
263,0.4199692237547409
264,0.5328198016907122
265,0.8163791723310428
266,0.7521216783526511
267,0.6422723544442398
268,0.732378053743167
269,0.7576064024622734
270,0.36410236353673514
271,0.512879338445606
272,0.5007861246859541
273,0.604404910683276
274,0.7233422877978389
275,0.5784709771318066
276,0.6403077083528309
277,0.4146758599863052
278,0.6937883023574536
279,0.7003237639255616
280,0.7302591928529107
281,0.5641481734718173
282,0.7940129735315336
283,0.834607680322242
284,0.6168767490145475
285,0.350021835994414
286,0.4509414426459039
287,0.7672047808490091
288,0.6411163705647963
289,0.8352996562100171
290,0.5508024564802004
291,0.5120316992933733
292,0.4073941555919586
293,0.6816478188084168
294,0.604404910683276
295,0.5543219612432871
296,0.7167544657531552
297,0.46935129111202356
298,0.7086876345222172
299,0.6599873973316549
300,0.7025770803002642
301,0.5197065931496713
302,0.6727533625981704
303,0.70090561651715
304,0.7498267967849727
305,0.36291912718719094
306,0.781754567688013
307,0.8333707971447225
308,0.399437875826575
309,0.5309299926718956
310,0.6180226527789854
311,0.6601474224768578
312,0.6701425199126779
313,0.7674769525343735
314,0.5659406325198173
315,0.8274116193536551
316,0.8185697882414507
317,0.44068694344076503
318,0.36291912718719094
319,0.7344932013084137
320,0.41519399275679386
321,0.6767827700347783
322,0.8245410219068445
323,0.5094431466969591
324,0.71138208629465
325,0.3862817072279146
326,0.8053745827145007
327,0.339810009205148
328,0.6895681831568683
329,0.6895734244938825
330,0.8370700253380703
331,0.35691414484499495
332,0.7013376973383996
333,0.452511909935706
334,0.7456268213579964
335,0.7048895177763932
336,0.31934147109092814
337,0.6593796776062347
338,0.8390637970340841
339,0.7942363890439099
340,0.7158160027811475
341,0.7460036697690027
342,0.7317796249789118
343,0.6891354410888078
344,0.7546220544625464
345,0.7754963835663005
346,0.6713210136800065
347,0.36662622356356045
348,0.8134489415319275
349,0.6794511816002372
350,0.6794511816002372
351,0.6937663962082895
352,0.5543219612432871
353,0.5123611619496303
354,0.7184992859359602
355,0.677025250418844
356,0.743516371300775
357,0.5273699107382718
358,0.5829821180305593
359,0.7709849175053556
360,0.7594878701963761
361,0.4255734487054993
362,0.3306780740250375
363,0.3841808871924299
364,0.5944434927300745
365,0.5109256602576511
366,0.6727533625981704
367,0.5659406325198173
368,0.38265607692825554
369,0.3862817072279146
370,0.7516735943494763
371,0.7978291154954232
372,0.8055173735626654
373,0.6867274934605643
374,0.590118333338616
375,0.7054540764372038
376,0.44900383757921525
377,0.6245323921651822
378,0.5872824579215514
379,0.7456268213579964
380,0.36662622356356045
