id,prediction
0,0.7215963307365251
1,0.7737031024790976
2,0.5186701924573403
3,0.8363091049082001
4,0.7291138918412343
5,0.7670262677863449
6,0.5728653138550508
7,0.5084658592881425
8,0.08960889622014809
9,0.8980648896851504
10,0.7113124194827275
11,0.6057778655374645
12,0.9400322266257716
13,0.6064666169804692
14,0.8433981321227332
15,0.889201977830482
16,0.2506057240240759
17,0.8836582416066942
18,0.8739419522768739
19,0.3828936234393544
20,0.8582927110743502
21,0.6168292482362906
22,0.4617943417389527
23,0.6467313182434591
24,0.6293166402779723
25,0.8022933930996075
26,0.8610972689924372
27,0.8720974284647227
28,0.5545841687428426
29,0.713996097692912
30,0.615984642926218
31,0.7292225894400836
32,0.6567928019071757
33,0.2429558507733374
34,0.7596676902716414
35,0.7750411041294806
36,0.7206752461803669
37,0.4269761717384328
38,0.6066884482261521
39,0.5183021911619294
40,0.6290413903429544
41,0.42788944948484486
42,0.3393011066298949
43,0.406980005895994
44,0.4620355113947955
45,0.7618235817832061
46,0.7325214526992732
47,0.20215381569394947
48,0.8953187069516693
49,0.6268201165579897
50,0.5224777798996332
51,0.3651980819223146
52,0.6227484733293462
53,0.4577166665527257
54,0.7126998085252703
55,0.7342248297428621
56,0.5161230089347684
57,0.9421099437520626
58,0.6290723226164553
59,0.6010320158827889
60,0.810756078981199
61,0.9080072796752631
62,0.37438331424796173
63,0.3974638156987595
64,0.23745668142311924
65,0.43936360686596904
66,0.7411013927588246
67,0.4926198760892724
68,0.37169395135206373
69,0.5270972437124422
70,0.6234807075170703
71,0.8191122809951581
72,0.6053381453504721
73,0.45547613654965746
74,0.8248255009374562
75,0.5702409752506035
76,0.26597596994695505
77,0.6191360458456382
78,0.6396780914290738
79,0.7907946868124522
80,0.4722296763410583
81,0.7434298303846065
82,0.5925258727590133
83,0.7649367830245267
84,0.7748874688463597
85,0.3676418750102746
86,0.5352117164829466
87,0.26174357485295346
88,0.7425559777900701
89,0.2646841206871913
90,0.2839797245986947
91,0.15860673414218707
92,0.6071536104480649
93,0.9167563175020857
94,0.8338919253878779
95,0.714286490395135
96,0.21507663345748704
97,0.6234571904146973
98,0.8121695118740478
99,0.631261256365641
100,0.5773269345253669
101,0.6873531784625815
102,0.8861897037568058
103,0.3492075855185099
104,0.791690207113097
105,0.7384143978422942
106,0.6917568527148323
107,0.8056324508328223
108,0.49411681053979034
109,0.3894685000854955
110,0.5949497768678003
111,0.7948851144128372
112,0.4443847615374367
113,0.3318933017329142
114,0.44242611901354767
115,0.844547139501502
116,0.7752326794557945
117,0.2550164917552231
118,0.4189393041429494
119,0.19481199706810373
120,0.46709471275046716
121,0.8268423099485528
122,0.5216006019341063
123,0.4926846772534367
124,0.6047559908014746
125,0.8180982169696437
126,0.7967083256646852
127,0.2860374361737107
128,0.8150493560308364
129,0.3630153026850001
130,0.9116427829249956
131,0.8504046520093701
132,0.72447219600093
133,0.1299033239347617
134,0.5325402154482056
135,0.7800789370101356
136,0.5854315369212866
137,0.8733255063054213
138,0.5629489155161388
139,0.7794213209534478
140,0.7974737673131057
141,0.7811977734193076
142,0.32185413993262907
143,0.5637356776200346
144,0.6429738233408049
145,0.3700787507139849
146,0.8470732092198209
147,0.8731415858711288
148,0.31963903194397053
149,0.73314652676305
150,0.5417072048917002
151,0.39460726984519606
152,0.5491268222498615
153,0.4139234867700439
154,0.3772891303688653
155,0.7848852018096991
156,0.3723343425800018
157,0.7983574282420294
158,0.7315698327895871
159,0.6644860716993948
160,0.5450415829481677
161,0.2138357747920259
162,0.7312780161468303
163,0.7438087862716208
164,0.44892665683895927
165,0.581831099772401
166,0.8561158576516195
167,0.19635660167266164
168,0.650079245939878
169,0.7158254383160052
170,0.7662909645363142
171,0.37685236610961687
172,0.6764376812481727
173,0.2866414081419737
174,0.424577476321616
175,0.8360254933253433
176,0.7031899799946093
177,0.5387701829748408
178,0.29426146634241346
179,0.1288380826776712
180,0.6160455139578606
181,0.42883451654045956
182,0.5731843496119747
183,0.7133467153761173
184,0.8195488025119763
185,0.729230999309242
186,0.594169689595998
187,0.5424808070503734
188,0.8481383251952519
189,0.5625626476174141
190,0.7026455769506519
191,0.3469976778486079
192,0.39929886952987287
193,0.9266512733751425
194,0.710544760236178
195,0.7470792560431373
196,0.8202650426372576
197,0.7014800904254418
198,0.8860908309848291
199,0.23469270336293263
200,0.8198689193255179
201,0.7060227388308441
202,0.22635164927148946
203,0.748675051728315
204,0.5622703772692913
205,0.822168463683851
206,0.5555042831989567
207,0.2709189983893996
208,0.3444555898584505
209,0.43127492033852965
210,0.6716629102933026
211,0.45035089580484017
212,0.567504957753846
213,0.2144831765989892
214,0.34923573262990043
215,0.7526507915946151
216,0.4399470101165903
217,0.5717850730362756
218,0.8694432601088652
219,0.7613890414897944
220,0.8010789043849391
221,0.8360585551077799
222,0.3950341770640302
223,0.8528035439989081
224,0.9006592297095406
225,0.47045737454242836
226,0.673967321456848
227,0.5837364509926712
228,0.2260425549921814
229,0.23339550482647833
230,0.21654611511801114
231,0.796355119024402
232,0.717836199769265
233,0.36095949236776453
234,0.5932719458813711
235,0.7284487920264193
236,0.30121967787427223
237,0.3214809028358048
238,0.5301488302586695
239,0.7372150354501803
240,0.8042078533207735
241,0.4032630973748522
242,0.27630670080980574
243,0.6357164435424928
244,0.8604108094112711
245,0.23009024878788964
246,0.3849292995973811
247,0.7616454795795341
248,0.5691559700826314
249,0.5582547635355124
250,0.42383619760019764
251,0.5743276902778199
252,0.8172177114582055
253,0.7006507020593482
254,0.696194637696925
255,0.27855349177025274
256,0.6434141914022927
257,0.8638426705680273
258,0.33393332357098193
259,0.21736183204321258
260,0.4910429014000831
261,0.8339456698597701
262,0.5978186856854549
263,0.33609050668773377
264,0.5217860876392861
265,0.8126604578926012
266,0.7799262790533084
267,0.6693006665415427
268,0.775037724226718
269,0.8081959604163086
270,0.1988094363492603
271,0.5118904352979585
272,0.46375572227120004
273,0.6050896262642986
274,0.7509062785674383
275,0.6208697290265547
276,0.5909247328562034
277,0.3885971697888369
278,0.48998272081456445
279,0.7335751633031284
280,0.6839677487994316
281,0.5896517201992706
282,0.8649298731384812
283,0.9112219977417505
284,0.6589776247513408
285,0.14776026927944816
286,0.27706988632893587
287,0.8417863009389686
288,0.6434143293493788
289,0.8851111352594654
290,0.5290793212053116
291,0.3239276612296118
292,0.3620183556795424
