id,prediction
0,0.6703327379720389
1,0.773482777229576
2,0.4596103112850369
3,0.8920442063629879
4,0.745791248863149
5,0.742188400832438
6,0.5187502408171529
7,0.5480037539958355
8,0.08206105488667935
9,0.8878168014851837
10,0.7199472260167818
11,0.5787803945389924
12,0.9443113355737928
13,0.5735141359033654
14,0.7905630718403275
15,0.859328918571566
16,0.32089936073057707
17,0.9083513799011571
18,0.8665528057481741
19,0.4066377772363671
20,0.9035477600224646
21,0.626267409241031
22,0.489056646664875
23,0.5976624154166988
24,0.5310811582501697
25,0.7685754022446964
26,0.9075391050795081
27,0.8817900363644622
28,0.5750288676000213
29,0.7471676679612917
30,0.559622021152336
31,0.7465438282425948
32,0.33802028509186577
33,0.2647406615235735
34,0.7597253043987521
35,0.3858881321991438
36,0.7518387981898929
37,0.5766654905482285
38,0.5737844841350964
39,0.5555450819388091
40,0.6207800169552962
41,0.43112157835278164
42,0.29879682236574723
43,0.4073152186875964
44,0.4573808697046401
45,0.7735040900456371
46,0.7376513550648683
47,0.3058837217456206
48,0.8976913588536185
49,0.6459417943344364
50,0.5919232816793409
51,0.4102065795689565
52,0.6069553195913892
53,0.5427896269046
54,0.7130567004648685
55,0.6704945917827185
56,0.5388638293815458
57,0.9606244440717644
58,0.5800547424765655
59,0.5759178199794218
60,0.8129394104572772
61,0.9108081353601853
62,0.3215904566624867
63,0.4565421234327735
64,0.30577672932394473
65,0.4766893163525206
66,0.6133729315639571
67,0.5121475184405444
68,0.36676421500311435
69,0.503883813514442
70,0.5428366362770685
71,0.8412316458159715
72,0.6228133242914833
73,0.5201596665688762
74,0.8059628997060287
75,0.6060704466510851
76,0.2783448796923625
77,0.722152255198119
78,0.6226346937951308
79,0.7788802221298375
80,0.46925363484247345
81,0.7209752289447728
82,0.5948767572154362
83,0.7660597476154059
84,0.7659873258600353
85,0.33295348921601914
86,0.3961831998008368
87,0.2187455257113244
88,0.733767808579472
89,0.25152982518880884
90,0.1652304394925985
91,0.2302560180806044
92,0.5121762781131726
93,0.928534924062982
94,0.7763217988439397
95,0.7154647677867642
96,0.1739241318203197
97,0.546863371734473
98,0.8079226921184323
99,0.6304944307060851
100,0.5794314003516942
101,0.7184146467922958
102,0.8917012515314808
103,0.34337624152443375
104,0.7998130921752761
105,0.7843319656985255
106,0.6811460410737658
107,0.8082134163036248
108,0.6133517476220595
109,0.394327679209143
110,0.6431103135681443
111,0.7980775178522608
112,0.3871665542852499
113,0.3493112789263712
114,0.46427722632512897
115,0.8830240876145939
116,0.7813406138125564
117,0.2661747519926189
118,0.40677592391805195
119,0.19748463611758246
120,0.4598748118622856
121,0.8558138363419916
122,0.4203693877600028
123,0.4691911236627483
124,0.5231102379905074
125,0.8119479192577934
126,0.8189127662032315
127,0.27984609649954034
128,0.7806121058415845
129,0.3888549065350977
130,0.8934211774885126
131,0.8032703473131582
132,0.7439928079000507
133,0.14905961939672402
134,0.5044315507473481
135,0.7133819744014752
136,0.6111044677072298
137,0.8636033497790885
138,0.5843965384529334
139,0.6551864881479704
140,0.7509151666589864
141,0.75289517497319
142,0.3208325747286237
143,0.5401529875602309
144,0.6256902908775057
145,0.41638277214101954
146,0.8926495925917393
147,0.8719483632338045
148,0.3238616440682293
149,0.734161493601882
150,0.4552087480491885
151,0.42998999331196947
152,0.503667725669005
153,0.30922026271178754
154,0.3768722761503045
155,0.7580759081795112
156,0.3620928673051395
157,0.8009433521558712
158,0.7333993716946885
159,0.5954989955312868
160,0.5882074315518516
161,0.24607062021878814
162,0.6808875700280509
163,0.7213942352611087
164,0.5562670046139528
165,0.5602708370952564
166,0.8610518140985081
167,0.22065663470750768
168,0.6408932813973273
169,0.7174642011404065
170,0.7504053221266986
171,0.3232610100729227
172,0.4921501315534435
173,0.3718114175183794
174,0.4652199390981487
175,0.8652760504119709
176,0.7037487856042309
177,0.6502119828308015
