id,prediction
0,0.6618142339744588
1,0.7287361925453409
2,0.5009333931554278
3,0.723312282876492
4,0.711672633891821
5,0.7842795772365414
6,0.5821405967749446
7,0.5059285779006678
8,0.3299710110986665
9,0.8043765444721972
10,0.6817931051562461
11,0.5228546903519603
12,0.890342639419913
13,0.5700432407960134
14,0.7975368583364157
15,0.8609771529376054
16,0.31946281874027427
17,0.8632582303009114
18,0.8055778086460432
19,0.4451825510092337
20,0.8139617742059082
21,0.6093291063452564
22,0.5670202320222344
23,0.580317538075154
24,0.520364236978035
25,0.7241135682440271
26,0.8604583170115302
27,0.8610298982396953
28,0.5966508604891186
29,0.6954741969374616
30,0.5892133721793059
31,0.7191838757291652
32,0.7934273560897909
33,0.4647745834951499
34,0.6353207443842513
35,0.5807660792034177
36,0.7146400781553803
37,0.6215511952923711
38,0.5957822753078263
39,0.5797514678389883
40,0.6231449319640648
41,0.44786547126709825
42,0.31991746318175174
43,0.43700061580434524
44,0.5151810534143468
45,0.6567297946436309
46,0.7041121577504442
47,0.29338970897314
48,0.8763991734319467
49,0.6277764861859204
50,0.5695923258419908
51,0.46448837289898276
52,0.5432751712183075
53,0.4747772837003166
54,0.7160058577560552
55,0.6915547375913862
56,0.5513951838111435
57,0.8949524589225994
58,0.5685846063368459
59,0.600532679335869
60,0.7776860478438907
61,0.8578493151001372
62,0.44244911077783894
63,0.4163604729904648
64,0.34212787996210087
65,0.5476773684808647
66,0.7409219226018378
67,0.5054000525937856
68,0.4200086273103725
69,0.6258817062554654
70,0.6041300426928717
71,0.806556308369537
72,0.5325835616115976
73,0.4798497035527432
74,0.7226258510501007
75,0.5475513729330765
76,0.2990278702359595
77,0.6243467133421728
78,0.611708112414866
79,0.7692872292490077
80,0.4554791026951288
81,0.767741254820851
82,0.6641153704990537
83,0.7412903004419171
84,0.7412903004419171
85,0.48792095709590866
86,0.5457658765866257
87,0.3764626501886192
88,0.7277236990726866
89,0.33912477682743714
90,0.323454637362203
91,0.36463626824606993
92,0.49152914472337966
93,0.8759314822405747
94,0.8378452558305166
95,0.700537460999641
96,0.3275464822206533
97,0.6107868340176054
98,0.7959828575453081
99,0.6377666001480563
100,0.6567297946436309
101,0.6857454237323183
102,0.8437656165584719
103,0.37056562752711825
104,0.7955385054069926
105,0.8045214914433088
106,0.6798190929083431
107,0.7970346625557596
108,0.6873092230332569
109,0.5151810534143468
110,0.6817827181705955
111,0.7907825980178506
112,0.4085540653506449
113,0.49692253724411184
114,0.4843139974591053
115,0.7929169894860318
116,0.7804678419327714
117,0.278162245115267
118,0.4687046993584899
119,0.32250294004435365
120,0.4720903488708002
121,0.7975749685839317
122,0.7140803522862675
123,0.4895018561326972
124,0.5151810534143468
125,0.7529035813178391
126,0.7934948604854424
127,0.44244911077783894
128,0.7277236990726866
129,0.38243572139580667
130,0.9099731791178474
131,0.8094118774683196
132,0.7023222333300831
133,0.36984781154509505
134,0.4873256676991278
135,0.7332741625565011
136,0.6172080066154175
137,0.7806765682748741
138,0.5278339966171601
139,0.7824452317229958
140,0.7589820998068167
141,0.7011605308423243
142,0.3009238779865009
143,0.6938645532614163
144,0.6497521085723554
145,0.47647222861263927
146,0.8654785732210611
147,0.8454567844068476
148,0.4164103218242041
149,0.6817931051562461
150,0.4843579930312071
151,0.49692253724411184
152,0.5322537828743241
153,0.45490636716344185
154,0.433936206042954
155,0.7464803605140696
156,0.40085917201307714
157,0.7782713017830668
158,0.7229529527997084
159,0.5409919356001975
160,0.5682031868766213
161,0.3612506806730888
162,0.6420066880204903
163,0.7678994200681966
164,0.5394413426430309
165,0.5635985143442325
166,0.8304446438848198
167,0.24844829275369873
168,0.662768604098749
169,0.7299103592071609
170,0.7298239462456086
171,0.44244911077783894
172,0.7585204893853197
173,0.30333662197161276
174,0.5017139895549795
175,0.8289059550167294
176,0.7003182381704274
177,0.5892133721793059
178,0.3315384505404745
179,0.36823367881582836
180,0.6306191547038786
181,0.36527425191976576
182,0.6231131670547921
183,0.684788657838623
184,0.8231956971328696
185,0.708918790408716
